niche,rank,institution,metric_value,metric_type,source_url,retrieved_date
vision,11,Cornell University,58.3,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,12,Boston University,49.9,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,13,University of North Carolina,46.5,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,14,University of Wisconsin - Madison,44.1,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,15,Northeastern University,41.5,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,16,University of Pennsylvania,39.5,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,17,Univ. of California - Merced,37.3,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,18,Georgia Institute of Technology,35.0,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,19,Princeton University,33.5,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,20,University at Buffalo,29.5,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,21,University of Rochester,29.2,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,22,University of Washington,28.3,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,23,Univ. of Massachusetts Amherst,28.2,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,24,Columbia University,28.1,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,25,Stony Brook University,28.0,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,26,New York University,27.9,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,27,University of Michigan,26.1,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,28,Michigan State University,24.0,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,29,Rutgers University,23.5,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,30,Oregon State University,22.5,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,31,Univ. of California - Irvine,22.4,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,32,Univ. of California - Los Angeles,21.8,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,33,Brown University,19.6,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,34,California Inst. of Technology,18.8,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,34,University of Southern California,18.8,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,36,Univ. of California - Riverside,18.7,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,37,University of Illinois at Chicago,18.6,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,38,Dartmouth College,17.9,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,39,Texas A&amp;M University,17.7,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,39,University of Minnesota,17.7,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,41,Rice University,17.4,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,42,Univ. of California - Santa Barbara,17.1,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,43,Purdue University,14.8,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,44,Arizona State University,14.7,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,45,University of Texas at Dallas,13.5,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,46,University of Utah,13.4,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,47,Duke University,11.8,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,48,Northwestern University,11.6,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,49,Wayne State University,11.2,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
vision,50,Pennsylvania State University,11.0,csrankings_adjusted_count,https://csrankings.org/#/index?vision&us,2026-07-18
overall,1,Carnegie Mellon University,20.3,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,2,Univ. of Illinois at Urbana-Champaign,16.3,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,3,Univ. of California - San Diego,14.6,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,4,Georgia Institute of Technology,13.4,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,5,Massachusetts Inst. of Technology,10.9,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,6,Univ. of California - Berkeley,10.4,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,6,University of Washington,10.4,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,8,Univ. of Maryland - College Park,10.2,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,9,Cornell University,10.1,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,10,University of Michigan,9.9,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,11,Northeastern University,9.5,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,12,Stanford University,9.4,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,13,Purdue University,8.0,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,14,New York University,7.6,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,14,University of Texas at Austin,7.6,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,16,University of Wisconsin - Madison,7.5,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,17,Princeton University,7.1,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,18,University of Pennsylvania,6.8,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,19,Univ. of California - Los Angeles,6.6,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,20,Columbia University,6.5,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,21,University of Southern California,6.2,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,22,Univ. of California - Irvine,5.7,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,22,Univ. of Massachusetts Amherst,5.7,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,24,Stony Brook University,5.4,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,24,University of Chicago,5.4,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,26,Northwestern University,5.3,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,27,University of Virginia,5.1,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,28,Rutgers University,5.0,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,28,Univ. of California - Riverside,5.0,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,30,Duke University,4.9,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,30,University of Utah,4.9,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,32,George Mason University,4.7,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,32,Pennsylvania State University,4.7,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,34,Univ. of California - Santa Barbara,4.6,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,35,Boston University,4.5,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,35,Texas A&amp;M University,4.5,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,37,Virginia Tech,4.4,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,38,Harvard University,4.3,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,38,North Carolina State University,4.3,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,38,Univ. of California - Santa Cruz,4.3,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,41,Arizona State University,4.2,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,41,Johns Hopkins University,4.2,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,41,University of Illinois at Chicago,4.2,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,41,Yale University,4.2,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,45,Rice University,4.1,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,45,University of North Carolina,4.1,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,47,Ohio State University,4.0,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,47,University at Buffalo,4.0,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,49,Univ. of California - Davis,3.9,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
overall,49,University of Colorado Boulder,3.9,csrankings_adjusted_count,https://csrankings.org/#/index?all&us,2026-07-18
