model,provider,prompt_id,run_id,niche,variant,rank,institution_raw,institution_normalized,match_score,baseline_rank,baseline_rank_avg,rank_deviation,abs_deviation
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,A,2,Stanford University,Stanford University,100.0,5,5.0,-3.0,3.0
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,A,3,Massachusetts Institute of Technology,Massachusetts Inst. of Technology,100.0,6,6.0,-3.0,3.0
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,A,4,"University of California, Berkeley",Univ. of California - Berkeley,100.0,4,4.0,0.0,0.0
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,A,5,University of Washington,University of Washington,100.0,22,22.0,-17.0,17.0
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,A,6,University of Michigan,University of Michigan,100.0,27,27.0,-21.0,21.0
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,A,7,Georgia Institute of Technology,Georgia Institute of Technology,100.0,18,18.0,-11.0,11.0
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,A,8,Cornell University,Cornell University,100.0,11,11.0,-3.0,3.0
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,A,9,University of Illinois Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,100.0,3,3.0,6.0,6.0
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,A,10,Princeton University,Princeton University,100.0,19,19.0,-9.0,9.0
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,A,11,"University of California, Los Angeles",Univ. of California - Los Angeles,100.0,32,32.0,-21.0,21.0
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,A,12,Columbia University,Columbia University,100.0,24,24.0,-12.0,12.0
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,A,13,University of Texas at Austin,University of Texas at Austin,100.0,10,10.0,3.0,3.0
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,A,14,Ohio State University,Oregon State University,86.36363636363636,30,30.0,-16.0,16.0
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,A,15,"University of California, San Diego",Univ. of California - San Diego,100.0,2,2.0,13.0,13.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_B,run01,se,B,1,Carnegie Mellon University,Carnegie Mellon University,100.0,1,1.0,0.0,0.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_B,run01,se,B,2,University of Washington,University of Washington,100.0,32,35.0,-33.0,33.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_B,run01,se,B,3,University of Illinois Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,100.0,3,3.0,0.0,0.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_B,run01,se,B,4,Georgia Institute of Technology,Georgia Institute of Technology,100.0,30,30.5,-26.5,26.5
gemini-3.1-pro-preview,gemini,SE_RANK_US_B,run01,se,B,5,University of Texas at Austin,University of Texas at Austin,100.0,32,35.0,-30.0,30.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_B,run01,se,B,6,Purdue University,Purdue University,100.0,4,4.0,2.0,2.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_B,run01,se,B,7,"University of California, Berkeley",Univ. of California - Berkeley,100.0,28,28.5,-21.5,21.5
gemini-3.1-pro-preview,gemini,SE_RANK_US_B,run01,se,B,8,Massachusetts Institute of Technology,Massachusetts Inst. of Technology,100.0,25,25.0,-17.0,17.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_B,run01,se,B,9,North Carolina State University,North Carolina State University,100.0,5,5.0,4.0,4.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_B,run01,se,B,10,"University of California, Davis",Purdue University,85.5,4,4.0,6.0,6.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_B,run01,se,B,11,"University of California, Irvine",Univ. of California - Irvine,100.0,2,2.0,9.0,9.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_B,run01,se,B,12,University of Michigan,University of Michigan,100.0,32,35.0,-23.0,23.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_B,run01,se,B,13,University of Southern California,University of Southern California,100.0,7,7.0,6.0,6.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_B,run01,se,B,14,"University of Maryland, College Park",Purdue University,85.5,4,4.0,10.0,10.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_B,run01,se,B,15,Stanford University,North Carolina State University,85.5,5,5.0,10.0,10.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,se,C,1,Carnegie Mellon University,Carnegie Mellon University,100.0,1,1.0,0.0,0.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,se,C,2,University of Washington,University of Washington,100.0,32,35.0,-33.0,33.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,se,C,3,University of Illinois Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,100.0,3,3.0,0.0,0.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,se,C,4,Massachusetts Institute of Technology,Massachusetts Inst. of Technology,100.0,25,25.0,-21.0,21.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,se,C,5,"University of California, Berkeley",Univ. of California - Berkeley,100.0,28,28.5,-23.5,23.5
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,se,C,6,Georgia Institute of Technology,Georgia Institute of Technology,100.0,30,30.5,-24.5,24.5
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,se,C,7,University of Texas at Austin,University of Texas at Austin,100.0,32,35.0,-28.0,28.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,se,C,8,Stanford University,North Carolina State University,85.5,5,5.0,3.0,3.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,se,C,9,"University of California, Irvine",Univ. of California - Irvine,100.0,2,2.0,7.0,7.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,se,C,10,North Carolina State University,North Carolina State University,100.0,5,5.0,5.0,5.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,se,C,11,Purdue University,Purdue University,100.0,4,4.0,7.0,7.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,se,C,12,"University of Maryland, College Park",Purdue University,85.5,4,4.0,8.0,8.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,se,C,13,"University of Michigan, Ann Arbor",University of Michigan,90.0,32,35.0,-22.0,22.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,se,C,14,University of Southern California,University of Southern California,100.0,7,7.0,7.0,7.0
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,se,C,15,University of Massachusetts Amherst,Univ. of Massachusetts Amherst,100.0,8,8.0,7.0,7.0
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,A,1,Carnegie Mellon University,Carnegie Mellon University,100.0,1,1.0,0.0,0.0
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,A,2,University of Illinois at Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,100.0,3,3.0,-1.0,1.0
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,A,3,University of Washington,University of Washington,100.0,32,35.0,-32.0,32.0
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,A,4,Massachusetts Institute of Technology,Massachusetts Inst. of Technology,100.0,25,25.0,-21.0,21.0
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,A,5,"University of California, Berkeley",Univ. of California - Berkeley,100.0,28,28.5,-23.5,23.5
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,A,6,University of Texas at Austin,University of Texas at Austin,100.0,32,35.0,-29.0,29.0
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,A,7,Georgia Institute of Technology,Georgia Institute of Technology,100.0,30,30.5,-23.5,23.5
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,A,8,"University of California, Irvine",Univ. of California - Irvine,100.0,2,2.0,6.0,6.0
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,A,9,"University of California, Davis",Purdue University,85.5,4,4.0,5.0,5.0
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,A,10,Purdue University,Purdue University,100.0,4,4.0,6.0,6.0
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,A,11,North Carolina State University,North Carolina State University,100.0,5,5.0,6.0,6.0
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,A,12,University of Massachusetts Amherst,Univ. of Massachusetts Amherst,100.0,8,8.0,4.0,4.0
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,A,13,University of Michigan,University of Michigan,100.0,32,35.0,-22.0,22.0
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,A,14,Stanford University,North Carolina State University,85.5,5,5.0,9.0,9.0
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,A,15,University of Southern California,University of Southern California,100.0,7,7.0,8.0,8.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,vision,B,1,Carnegie Mellon University,Carnegie Mellon University,100.0,1,1.0,0.0,0.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,vision,B,2,Massachusetts Institute of Technology,Massachusetts Inst. of Technology,100.0,6,6.0,-4.0,4.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,vision,B,3,Stanford University,Stanford University,100.0,5,5.0,-2.0,2.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,vision,B,4,"University of California, Berkeley",Univ. of California - Berkeley,100.0,4,4.0,0.0,0.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,vision,B,5,University of Illinois at Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,100.0,3,3.0,2.0,2.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,vision,B,6,Cornell University,Cornell University,100.0,11,11.0,-5.0,5.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,vision,B,7,University of Washington,University of Washington,100.0,22,22.0,-15.0,15.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,vision,B,8,"University of California, San Diego",Univ. of California - San Diego,100.0,2,2.0,6.0,6.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,vision,B,9,University of Texas at Austin,University of Texas at Austin,100.0,10,10.0,-1.0,1.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,vision,B,10,"University of Maryland, College Park",Univ. of Maryland - College Park,100.0,7,7.0,3.0,3.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,vision,B,11,Georgia Institute of Technology,Georgia Institute of Technology,100.0,18,18.0,-7.0,7.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,vision,B,12,Columbia University,Columbia University,100.0,24,24.0,-12.0,12.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,vision,B,13,"University of California, Los Angeles",Univ. of California - Los Angeles,100.0,32,32.0,-19.0,19.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,vision,B,14,"University of Michigan, Ann Arbor",University of Michigan,90.0,27,27.0,-13.0,13.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,vision,B,15,Princeton University,Princeton University,100.0,19,19.0,-4.0,4.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,vision,C,1,Carnegie Mellon University,Carnegie Mellon University,100.0,1,1.0,0.0,0.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,vision,C,2,Massachusetts Institute of Technology,Massachusetts Inst. of Technology,100.0,6,6.0,-4.0,4.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,vision,C,3,Stanford University,Stanford University,100.0,5,5.0,-2.0,2.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,vision,C,4,"University of California, Berkeley",Univ. of California - Berkeley,100.0,4,4.0,0.0,0.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,vision,C,5,University of Illinois at Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,100.0,3,3.0,2.0,2.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,vision,C,6,Cornell University,Cornell University,100.0,11,11.0,-5.0,5.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,vision,C,7,"University of Maryland, College Park",Univ. of Maryland - College Park,100.0,7,7.0,0.0,0.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,vision,C,8,"University of Michigan, Ann Arbor",University of Michigan,90.0,27,27.0,-19.0,19.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,vision,C,9,University of Texas at Austin,University of Texas at Austin,100.0,10,10.0,-1.0,1.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,vision,C,10,University of Washington,University of Washington,100.0,22,22.0,-12.0,12.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,vision,C,11,Georgia Institute of Technology,Georgia Institute of Technology,100.0,18,18.0,-7.0,7.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,vision,C,12,"University of California, San Diego",Univ. of California - San Diego,100.0,2,2.0,10.0,10.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,vision,C,13,"University of California, Los Angeles",Univ. of California - Los Angeles,100.0,32,32.0,-19.0,19.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,vision,C,14,Columbia University,Columbia University,100.0,24,24.0,-10.0,10.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,vision,C,15,Johns Hopkins University,Johns Hopkins University,100.0,8,8.0,7.0,7.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,A,1,Carnegie Mellon University,Carnegie Mellon University,100.0,1,1.0,0.0,0.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,A,2,Massachusetts Institute of Technology,Massachusetts Inst. of Technology,100.0,6,6.0,-4.0,4.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,A,3,Stanford University,Stanford University,100.0,5,5.0,-2.0,2.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,A,4,"University of California, Berkeley",Univ. of California - Berkeley,100.0,4,4.0,0.0,0.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,A,5,University of Illinois at Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,100.0,3,3.0,2.0,2.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,A,6,Cornell University,Cornell University,100.0,11,11.0,-5.0,5.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,A,7,"University of Maryland, College Park",Univ. of Maryland - College Park,100.0,7,7.0,0.0,0.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,A,8,University of Texas at Austin,University of Texas at Austin,100.0,10,10.0,-2.0,2.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,A,9,"University of California, San Diego",Univ. of California - San Diego,100.0,2,2.0,7.0,7.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,A,10,University of Washington,University of Washington,100.0,22,22.0,-12.0,12.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,A,11,"University of California, Los Angeles",Univ. of California - Los Angeles,100.0,32,32.0,-21.0,21.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,A,12,Georgia Institute of Technology,Georgia Institute of Technology,100.0,18,18.0,-6.0,6.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,A,13,"University of Michigan, Ann Arbor",University of Michigan,90.0,27,27.0,-14.0,14.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,A,14,Columbia University,Columbia University,100.0,24,24.0,-10.0,10.0
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,vision,A,15,Johns Hopkins University,Johns Hopkins University,100.0,8,8.0,7.0,7.0
gpt-5.4,openai,SE_RANK_US_B,run01,se,B,1,Carnegie Mellon University,Carnegie Mellon University,100.0,1,1.0,0.0,0.0
