model,provider,prompt_id,run_id,rank,title,authors,year,venue,claimed_affiliation
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s1,14,Mining Software Repositories to Study Software Evolution,"[""Ahmed E. Hassan""]",2008,Proceedings of the 10th International Working Conference on Mining Software Repositories (MSR) — Keynote,"Queen's University, Canada"
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s1,15,A Survey of Software Testing,"[""William E. Howden""]",1978,IEEE Transactions on Software Engineering,"University of California, San Diego"
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s2,1,No Silver Bullet: Essence and Accidents of Software Engineering,"[""Frederick P. Brooks Jr.""]",1987,IEEE Computer,University of North Carolina at Chapel Hill
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s2,2,A Relational Model of Data for Large Shared Data Banks,"[""Edgar F. Codd""]",1970,Communications of the ACM,"IBM Research Laboratory, San Jose"
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s2,3,Go To Statement Considered Harmful,"[""Edsger W. Dijkstra""]",1968,Communications of the ACM,Technological University Eindhoven
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s2,4,Design Patterns: Elements of Reusable Object-Oriented Software,"[""Erich Gamma"", ""Richard Helm"", ""Ralph Johnson"", ""John Vlissides""]",1994,Addison-Wesley (Book),University of Zurich (PhD thesis origin); Taligent at time of publication
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s2,5,Managing the Development of Large Software Systems,"[""Winston W. Royce""]",1970,Proceedings of IEEE WESCON,TRW Systems
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s2,6,On the Criteria To Be Used in Decomposing Systems into Modules,"[""David L. Parnas""]",1972,Communications of the ACM,Carnegie Mellon University
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s2,7,A Note on Two Problems in Connexion with Graphs,"[""Edsger W. Dijkstra""]",1959,Numerische Mathematik,"Mathematisch Centrum, Amsterdam"
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s2,8,Structured Programming with Go To Statements,"[""Donald E. Knuth""]",1974,ACM Computing Surveys,Stanford University
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s2,9,A Model and Framework for Reliability Growth during System Test,"[""John D. Musa""]",1975,IEEE Transactions on Software Engineering,Bell Telephone Laboratories
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s2,10,Software Aging,"[""David L. Parnas""]",1994,Proceedings of the 16th International Conference on Software Engineering (ICSE),McMaster University
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s2,11,Architectural Styles and the Design of Network-based Software Architectures,"[""Roy T. Fielding""]",2000,"PhD Dissertation, University of California, Irvine","University of California, Irvine"
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s2,12,A Unified Model of Software Evolution,"[""Meir M. Lehman""]",1980,Journal of Systems and Software,Imperial College London
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s2,13,An Experimental Evaluation of the Assumption of Independence in Multiversion Programming,"[""John C. Knight"", ""Nancy G. Leveson""]",1986,IEEE Transactions on Software Engineering,University of Virginia
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s2,14,Manifesto for Agile Software Development,"[""Kent Beck"", ""Mike Beedle"", ""Arie van Bennekum"", ""Alistair Cockburn"", ""Ward Cunningham"", ""Martin Fowler"", ""James Grenning"", ""Jim Highsmith"", ""Andrew Hunt"", ""Ron Jeffries"", ""Jon Kern"", ""Brian Marick"", ""Robert C. Martin"", ""Steve Mellor"", ""Ken Schwaber"", ""Jeff Sutherland"", ""Dave Thomas""]",2001,agilemanifesto.org (online publication),Three Rivers Institute (independent consultant)
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s2,15,The Mythical Man-Month: Essays on Software Engineering,"[""Frederick P. Brooks Jr.""]",1975,Addison-Wesley (Book),University of North Carolina at Chapel Hill
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s3,1,No Silver Bullet: Essence and Accidents of Software Engineering,"[""Frederick P. Brooks Jr.""]",1987,IEEE Computer,University of North Carolina at Chapel Hill
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s3,2,On the Criteria To Be Used in Decomposing Systems into Modules,"[""David L. Parnas""]",1972,Communications of the ACM,Carnegie Mellon University
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s3,3,A Relational Model of Data for Large Shared Data Banks,"[""Edgar F. Codd""]",1970,Communications of the ACM,"IBM Research Laboratory, San Jose"
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s3,4,GoTo Statement Considered Harmful,"[""Edsger W. Dijkstra""]",1968,Communications of the ACM,Technological University Eindhoven
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s3,5,Manifesto for Agile Software Development,"[""Kent Beck"", ""Mike Beedle"", ""Arie van Bennekum"", ""Alistair Cockburn"", ""Ward Cunningham"", ""Martin Fowler"", ""James Grenning"", ""Jim Highsmith"", ""Andrew Hunt"", ""Ron Jeffries"", ""Jon Kern"", ""Brian Marick"", ""Robert C. Martin"", ""Steve Mellor"", ""Ken Schwaber"", ""Jeff Sutherland"", ""Dave Thomas""]",2001,agilemanifesto.org (online publication),Independent consultant / Three Rivers Institute
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s3,6,Managing the Development of Large Software Systems,"[""Winston W. Royce""]",1970,Proceedings of IEEE WESCON,TRW Systems
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s3,7,Design Patterns: Elements of Reusable Object-Oriented Software,"[""Erich Gamma"", ""Richard Helm"", ""Ralph Johnson"", ""John Vlissides""]",1994,Addison-Wesley (Book),University of Zurich
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s3,8,An Axiomatic Basis for Computer Programming,"[""Charles A. R. Hoare""]",1969,Communications of the ACM,The Queen's University of Belfast
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s3,9,Software Aging,"[""David L. Parnas""]",1994,Proceedings of the 16th International Conference on Software Engineering (ICSE),McMaster University
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s3,10,A Complexity Measure,"[""Thomas J. McCabe""]",1976,IEEE Transactions on Software Engineering,McCabe & Associates (formerly associated with US Navy)
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s3,11,Programming as Theory Building,"[""Peter Naur""]",1985,Microprocessing and Microprogramming,University of Copenhagen
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s3,12,The Mythical Man-Month,"[""Frederick P. Brooks Jr.""]",1975,Addison-Wesley (Book),University of North Carolina at Chapel Hill
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s3,13,Structured Design,"[""W. Stevens"", ""G. Myers"", ""L. Constantine""]",1974,IBM Systems Journal,IBM
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s3,14,An Empirical Study of the Reliability of UNIX Utilities,"[""Barton P. Miller"", ""Louis Fredriksen"", ""Bryan So""]",1990,Communications of the ACM,University of Wisconsin-Madison
claude-sonnet-4-6,anthropic,SE_PAPERS,imp01-s3,15,"Recursive Functions of Symbolic Expressions and Their Computation by Machine, Part I","[""John McCarthy""]",1960,Communications of the ACM,Massachusetts Institute of Technology
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s1,1,ImageNet Large Scale Visual Recognition Challenge,"[""Olga Russakovsky"", ""Jia Deng"", ""Hao Su"", ""Jonathan Krause"", ""Sanjeev Satheesh"", ""Sean Ma"", ""Zhiheng Huang"", ""Andrej Karpathy"", ""Aditya Khosla"", ""Michael Bernstein"", ""Alexander C. Berg"", ""Li Fei-Fei""]",2015,International Journal of Computer Vision (IJCV),Stanford University
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s1,2,ImageNet Classification with Deep Convolutional Neural Networks,"[""Alex Krizhevsky"", ""Ilya Sutskever"", ""Geoffrey E. Hinton""]",2012,NeurIPS (NIPS),University of Toronto
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s1,3,Deep Residual Learning for Image Recognition,"[""Kaiming He"", ""Xiangyu Zhang"", ""Shaoqing Ren"", ""Jian Sun""]",2016,CVPR,Microsoft Research Asia
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s1,4,Generative Adversarial Nets,"[""Ian Goodfellow"", ""Jean Pouget-Abadie"", ""Mehdi Mirza"", ""Bing Xu"", ""David Warde-Farley"", ""Sherjil Ozair"", ""Aaron Courville"", ""Yoshua Bengio""]",2014,NeurIPS (NIPS),Université de Montréal
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s1,5,Very Deep Convolutional Networks for Large-Scale Image Recognition,"[""Karen Simonyan"", ""Andrew Zisserman""]",2015,ICLR,University of Oxford (Visual Geometry Group)
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s1,6,Fully Convolutional Networks for Semantic Segmentation,"[""Jonathan Long"", ""Evan Shelhamer"", ""Trevor Darrell""]",2015,CVPR,UC Berkeley
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s1,7,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"[""Shaoqing Ren"", ""Kaiming He"", ""Ross Girshick"", ""Jian Sun""]",2015,NeurIPS (NIPS),Microsoft Research Asia
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s1,8,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation,"[""Ross Girshick"", ""Jeff Donahue"", ""Trevor Darrell"", ""Jitendra Malik""]",2014,CVPR,UC Berkeley
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s1,9,Going Deeper with Convolutions,"[""Christian Szegedy"", ""Wei Liu"", ""Yangqing Jia"", ""Pierre Sermanet"", ""Scott Reed"", ""Dragomir Anguelov"", ""Dumitru Erhan"", ""Vincent Vanhoucke"", ""Andrew Rabinovich""]",2015,CVPR,Google Inc.
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s1,10,Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift,"[""Sergey Ioffe"", ""Christian Szegedy""]",2015,ICML,Google Inc.
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s1,11,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,"[""Alexey Dosovitskiy"", ""Lucas Beyer"", ""Alexander Kolesnikov"", ""Dirk Weissenborn"", ""Xiaohua Zhai"", ""Thomas Unterthiner"", ""Mostafa Dehghani"", ""Matthias Minderer"", ""Georg Heigold"", ""Sylvain Gelly"", ""Jakob Uszkoreit"", ""Neil Houlsby""]",2021,ICLR,Google Brain
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s1,12,U-Net: Convolutional Networks for Biomedical Image Segmentation,"[""Olaf Ronneberger"", ""Philipp Fischer"", ""Thomas Brox""]",2015,MICCAI,University of Freiburg
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s1,13,Gradient-Based Learning Applied to Document Recognition,"[""Yann LeCun"", ""Léon Bottou"", ""Yoshua Bengio"", ""Patrick Haffner""]",1998,Proceedings of the IEEE,AT&T Labs Research
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s1,14,Densely Connected Convolutional Networks,"[""Gao Huang"", ""Zhuang Liu"", ""Laurens van der Maaten"", ""Kilian Q. Weinberger""]",2017,CVPR,Cornell University
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s1,15,CLIP: Learning Transferable Visual Models From Natural Language Supervision,"[""Alec Radford"", ""Jong Wook Kim"", ""Chris Hallacy"", ""Aditya Ramesh"", ""Gabriel Goh"", ""Sandhini Agarwal"", ""Girish Sastry"", ""Amanda Askell"", ""Pamela Mishkin"", ""Jack Clark"", ""Gretchen Krueger"", ""Ilya Sutskever""]",2021,ICML,OpenAI
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s2,1,ImageNet Large Scale Visual Recognition Challenge,"[""Olga Russakovsky"", ""Jia Deng"", ""Hao Su"", ""Jonathan Krause"", ""Sanjeev Satheesh"", ""Sean Ma"", ""Zhiheng Huang"", ""Andrej Karpathy"", ""Aditya Khosla"", ""Michael Bernstein"", ""Alexander C. Berg"", ""Li Fei-Fei""]",2015,International Journal of Computer Vision (IJCV),Stanford University
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s2,2,ImageNet Classification with Deep Convolutional Neural Networks,"[""Alex Krizhevsky"", ""Ilya Sutskever"", ""Geoffrey E. Hinton""]",2012,Advances in Neural Information Processing Systems (NeurIPS/NIPS),University of Toronto
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s2,3,Deep Residual Learning for Image Recognition,"[""Kaiming He"", ""Xiangyu Zhang"", ""Shaoqing Ren"", ""Jian Sun""]",2016,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Microsoft Research Asia
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s2,4,Generative Adversarial Nets,"[""Ian Goodfellow"", ""Jean Pouget-Abadie"", ""Mehdi Mirza"", ""Bing Xu"", ""David Warde-Farley"", ""Sherjil Ozair"", ""Aaron Courville"", ""Yoshua Bengio""]",2014,Advances in Neural Information Processing Systems (NeurIPS/NIPS),Université de Montréal
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s2,5,Very Deep Convolutional Networks for Large-Scale Image Recognition,"[""Karen Simonyan"", ""Andrew Zisserman""]",2015,International Conference on Learning Representations (ICLR),University of Oxford
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s2,6,Fully Convolutional Networks for Semantic Segmentation,"[""Jonathan Long"", ""Evan Shelhamer"", ""Trevor Darrell""]",2015,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),"University of California, Berkeley"
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s2,7,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"[""Shaoqing Ren"", ""Kaiming He"", ""Ross Girshick"", ""Jian Sun""]",2015,Advances in Neural Information Processing Systems (NeurIPS/NIPS),Microsoft Research Asia
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s2,8,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation,"[""Ross Girshick"", ""Jeff Donahue"", ""Trevor Darrell"", ""Jitendra Malik""]",2014,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),"University of California, Berkeley"
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s2,9,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,"[""Alexey Dosovitskiy"", ""Lucas Beyer"", ""Alexander Kolesnikov"", ""Dirk Weissenborn"", ""Xiaohua Zhai"", ""Thomas Unterthiner"", ""Mostafa Dehghani"", ""Matthias Minderer"", ""Georg Heigold"", ""Sylvain Gelly"", ""Jakob Uszkoreit"", ""Neil Houlsby""]",2021,International Conference on Learning Representations (ICLR),Google Brain
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s2,10,U-Net: Convolutional Networks for Biomedical Image Segmentation,"[""Olaf Ronneberger"", ""Philipp Fischer"", ""Thomas Brox""]",2015,Medical Image Computing and Computer-Assisted Intervention (MICCAI),University of Freiburg
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s2,11,Going Deeper with Convolutions,"[""Christian Szegedy"", ""Wei Liu"", ""Yangqing Jia"", ""Pierre Sermanet"", ""Scott Reed"", ""Dragomir Anguelov"", ""Dumitru Erhan"", ""Vincent Vanhoucke"", ""Andrew Rabinovich""]",2015,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Google Inc.
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s2,12,Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift,"[""Sergey Ioffe"", ""Christian Szegedy""]",2015,International Conference on Machine Learning (ICML),Google Inc.
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s2,13,Mask R-CNN,"[""Kaiming He"", ""Georgia Gkioxari"", ""Piotr Dollár"", ""Ross Girshick""]",2017,IEEE International Conference on Computer Vision (ICCV),Facebook AI Research (FAIR)
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s2,14,CLIP: Learning Transferable Visual Models From Natural Language Supervision,"[""Alec Radford"", ""Jong Wook Kim"", ""Chris Hallacy"", ""Aditya Ramesh"", ""Gabriel Goh"", ""Sandhini Agarwal"", ""Girish Sastry"", ""Amanda Askell"", ""Pamela Mishkin"", ""Jack Clark"", ""Gretchen Krueger"", ""Ilya Sutskever""]",2021,International Conference on Machine Learning (ICML),OpenAI
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s2,15,Deformable Convolutional Networks,"[""Jifeng Dai"", ""Haozhi Qi"", ""Yuwen Xiong"", ""Yi Li"", ""Guodong Zhang"", ""Han Hu"", ""Yichen Wei""]",2017,IEEE International Conference on Computer Vision (ICCV),Microsoft Research Asia
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,1,ImageNet Large Scale Visual Recognition Challenge,"[""Olga Russakovsky"", ""Jia Deng"", ""Hao Su"", ""Jonathan Krause"", ""Sanjeev Satheesh"", ""Sean Ma"", ""Zhiheng Huang"", ""Andrej Karpathy"", ""Aditya Khosla"", ""Michael Bernstein"", ""Alexander C. Berg"", ""Li Fei-Fei""]",2015,International Journal of Computer Vision (IJCV),Stanford University
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,2,ImageNet Classification with Deep Convolutional Neural Networks,"[""Alex Krizhevsky"", ""Ilya Sutskever"", ""Geoffrey E. Hinton""]",2012,NeurIPS (NIPS),University of Toronto
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,3,Deep Residual Learning for Image Recognition,"[""Kaiming He"", ""Xiangyu Zhang"", ""Shaoqing Ren"", ""Jian Sun""]",2016,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Microsoft Research Asia
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,4,Generative Adversarial Nets,"[""Ian Goodfellow"", ""Jean Pouget-Abadie"", ""Mehdi Mirza"", ""Bing Xu"", ""David Warde-Farley"", ""Sherjil Ozair"", ""Aaron Courville"", ""Yoshua Bengio""]",2014,NeurIPS (NIPS),Université de Montréal
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,5,Very Deep Convolutional Networks for Large-Scale Image Recognition,"[""Karen Simonyan"", ""Andrew Zisserman""]",2015,International Conference on Learning Representations (ICLR),University of Oxford
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,6,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation,"[""Ross Girshick"", ""Jeff Donahue"", ""Trevor Darrell"", ""Jitendra Malik""]",2014,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),"University of California, Berkeley"
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,7,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"[""Shaoqing Ren"", ""Kaiming He"", ""Ross Girshick"", ""Jian Sun""]",2015,NeurIPS (NIPS),Microsoft Research Asia
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,8,U-Net: Convolutional Networks for Biomedical Image Segmentation,"[""Olaf Ronneberger"", ""Philipp Fischer"", ""Thomas Brox""]",2015,Medical Image Computing and Computer-Assisted Intervention (MICCAI),University of Freiburg
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,9,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,"[""Alexey Dosovitskiy"", ""Lucas Beyer"", ""Alexander Kolesnikov"", ""Dirk Weissenborn"", ""Xiaohua Zhai"", ""Thomas Unterthiner"", ""Mostafa Dehghani"", ""Matthias Minderer"", ""Georg Heigold"", ""Sylvain Gelly"", ""Jakob Uszkoreit"", ""Neil Houlsby""]",2021,International Conference on Learning Representations (ICLR),Google Brain
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,10,Fully Convolutional Networks for Semantic Segmentation,"[""Jonathan Long"", ""Evan Shelhamer"", ""Trevor Darrell""]",2015,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),"University of California, Berkeley"
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,11,Going Deeper with Convolutions,"[""Christian Szegedy"", ""Wei Liu"", ""Yangqing Jia"", ""Pierre Sermanet"", ""Scott Reed"", ""Dragomir Anguelov"", ""Dumitru Erhan"", ""Vincent Vanhoucke"", ""Andrew Rabinovich""]",2015,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Google Inc.
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,12,Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift,"[""Sergey Ioffe"", ""Christian Szegedy""]",2015,International Conference on Machine Learning (ICML),Google Inc.
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,13,Densely Connected Convolutional Networks,"[""Gao Huang"", ""Zhuang Liu"", ""Laurens van der Maaten"", ""Kilian Q. Weinberger""]",2017,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Cornell University
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,14,"You Only Look Once: Unified, Real-Time Object Detection","[""Joseph Redmon"", ""Santosh Divvala"", ""Ross Girshick"", ""Ali Farhadi""]",2016,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),University of Washington
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,15,Feature Pyramid Networks for Object Detection,"[""Tsung-Yi Lin"", ""Piotr Dollár"", ""Ross Girshick"", ""Kaiming He"", ""Bharath Hariharan"", ""Serge Belongie""]",2017,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Cornell University / Facebook AI Research
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,1,On the Criteria to Be Used in Decomposing Systems into Modules,"[""David L. Parnas""]",1972,Communications of the ACM,Carnegie Mellon University
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,2,Go To Statement Considered Harmful,"[""Edsger W. Dijkstra""]",1968,Communications of the ACM,Technological University Eindhoven
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,3,A Complexity Measure,"[""Thomas J. McCabe""]",1976,IEEE Transactions on Software Engineering,National Security Agency (NSA) / Department of Defense
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,4,Symbolic Execution and Program Testing,"[""James C. King""]",1976,Communications of the ACM,IBM Thomas J. Watson Research Center
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,5,Program Slicing,"[""Mark Weiser""]",1984,IEEE Transactions on Software Engineering,"University of Maryland, College Park"
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,6,An Experimental Evaluation of the Assumption of Independence in Multiversion Programming,"[""John C. Knight"", ""Nancy G. Leveson""]",1986,IEEE Transactions on Software Engineering,University of Virginia
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,7,No Silver Bullet: Essence and Accidents of Software Engineering,"[""Frederick P. Brooks, Jr.""]",1987,IEEE Computer,University of North Carolina at Chapel Hill
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,8,Statecharts: A Visual Formalism for Complex Systems,"[""David Harel""]",1987,Science of Computer Programming,Weizmann Institute of Science
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,9,An Introduction to Software Architecture,"[""David Garlan"", ""Mary Shaw""]",1993,Advances in Software Engineering and Knowledge Engineering,Carnegie Mellon University
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,10,A Metrics Suite for Object Oriented Design,"[""Shyam R. Chidamber"", ""Chris F. Kemerer""]",1994,IEEE Transactions on Software Engineering,Massachusetts Institute of Technology (MIT)
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,11,"Architectural Blueprints—The ""4+1"" View Model of Software Architecture","[""Philippe Kruchten""]",1995,IEEE Software,Rational Software Corporation
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,12,"Yesterday, my program worked. Today, it does not. Why?","[""Andreas Zeller""]",1999,Proceedings of the 7th European Software Engineering Conference held jointly with the 7th ACM SIGSOFT International Symposium on Foundations of Software Engineering (ESEC/FSE),Technische Universität Braunschweig
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,13,A Classification and Comparison Framework for Software Architecture Description Languages,"[""Nenad Medvidovic"", ""Richard N. Taylor""]",2000,IEEE Transactions on Software Engineering,University of Southern California
